tree_bonsai,tree_hexio_v_3_3_18,comment,prefixed_id,skos_uri
C_FO_OTHE,C_COMF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCF,C_INCF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANF,C_LANF,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FOOD_w_water,C_WASF,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_MANC,C_MANC,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_TE_INCI,C_INCT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_TE_LAND,C_LANT,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WO_OTHE,C_COMW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCW,C_INCW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANW,C_LANW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WOOW,C_WOOW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PA_OTHE,C_COMW,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCP,C_INCP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANP,C_LANP,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PAPR,C_PAPR,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_INCL,C_INCL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANL,C_LANL,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PLAW,C_PLAW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GLAS_reuse,C_BOTW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GLAW,C_GLAW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_GL_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_GL_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ASHW,C_ASHW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_AS_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ST_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ST_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_STEW,C_STEW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PM_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_PM_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_PREW,C_PREW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_ALUW,C_ALUW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_AL_LAND,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_AL_INCI,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LZT_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LZT_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LZTW,C_LZTW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_COPW,C_COPW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CU_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_CU_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ONF_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ONF_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_ONFW,C_ONFW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CONW,C_CONW,one-to-one correspondence,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_CO_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_CO_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_HA_INCI,C_INCO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_HA_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_SE_biog,C_BIOS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_SE_INCI,C_INCM,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_SE_LAND,C_LANI,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_SE_wwater,C_WASO,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Almod,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Anim_ofat,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Appls,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Apris,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Aspas,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Barly,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Barld,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Barlt,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beann,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Beer_barl,C_BEVR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Berrs,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bev_dstl,C_BEVR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ bar,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ cer,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ mai,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ oat,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ pul,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ ric,C_RICE,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ rye,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Bran_ whe,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Broay,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Butt_cow,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Buttk,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cabbs,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cklins,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Ckmust,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Ckrapes,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cksoyb,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cksunf,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Carrs,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Casen,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cauli,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cer_prep,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Ceres,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chee_goat,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chee_proc,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chee_sheep,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chee_cow_sk,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chee_cow_wh,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chers,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cherr,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chiln,C_OTCR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Chocs,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cider,C_BEVR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coco_but,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coco_husk,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coco_pas,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coco_pow,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coffe_roas,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Coff_sub,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Creah,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Cucus,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Currs,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Eggpl,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Eggsl,C_PLTR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_cow,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_goat,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_pig,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_poul,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_poul_ren,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fat_sheep,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Feedn,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_barl,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_maiz,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_must,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_pota,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_puls,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_rye,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Flour_whea,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Fruhom,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Garlc,C_OTCR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Germe,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Germt,C_WHEA,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Gluce,C_SUGR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Gluten_mais,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Gluten_wht,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Gooss,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Graid,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Graps,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Grapt,C_BEVR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Grou_shld,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Haze_shld,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Hemp,C_OILS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Hide_cow,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Honel,C_OANP,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Hops,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_appl_con,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_appl,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_frui,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_grapfrt,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_lemo_con,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_oran,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_pine,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_toma,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Juice_vege,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Lard,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Leeks,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Letty,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Linsd,C_OILS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Lupis,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Maize,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Maizn,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Maltt,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Margt,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_nes,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_chic,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_drie,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_duck,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_game,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_goat,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_goos,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_homo,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_hors,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_pig,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_rabb,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_shee,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Meat_turk,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Milk_skim_cow,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Milk_skim_dried,C_DAIR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Millt,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Molas,C_SUGR,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Mushs,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oatss,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oatsd,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offae_cow,C_PCAT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offas_goat,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offas_hors,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offa_chick,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offa_duck,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offa_turkey,C_PPLT,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offae_pigs,C_PPIG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Offae_shee,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_lins,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_must,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_popp,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_rape,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_soyb,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oil_sunf,C_VOIL,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oils_nes,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Oilss,C_OILS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Onioy,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pasty,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Peacs,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pears,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Peasy,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Peasn,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Plums,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Poppd,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Potas,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Potan,C_OFOD,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pulss,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Pumps,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Raped,C_OILS,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Rasps,C_FVEG,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Rice_brok,C_RICE,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Rice_mill,C_RICE,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Rice_milhusk,C_RICE,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Ryee,C_OCER,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Skin_goat,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_Skin_she,C_POME,many-to-one correspondence,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
